Subject,Email_Body
['staff meetings'],"['same time , same place -- just not as often ! i would like to maintain management team meetings on monday afternoons from 2 30 to 3 30 in eb3014', 'my plan is to alternate weeks for ena and egm meetings', 'there are a few direct reports , whose work extends across ena and egm , who will attend both meetings', 'today was the ena management team meeting', 'next monday , august 28 will be the first meeting with the egm management team', 'i will look forward to staying current with each one of you and brent on the growth and cenges of the businesses within enron global markets', 'i have asked patti to cancel one-on-one meetings that we had scheduled on the calendar going forward', 'although this new structure changes the direct line reporting relationship , i will continue to be very interested in the professional development of each of you', 'i hope that we can schedule time together on an as needed basis']"
['staff meetings'],"['same time , same place -- just not as often ! i would like to maintain management team meetings on monday afternoons from 2 30 to 3 30 in eb3014', 'my plan is to alternate weeks for ena and egm meetings', 'there are a few direct reports , whose work extends across ena and egm , who will attend both meetings', 'today was the ena management team meeting', 'next monday , august 28 will be the first meeting with the egm management team', 'i will look forward to staying current with each one of you and on the growth and cenges of the businesses within enron global markets', 'i have asked patti to cancel one-on-one meetings that we had scheduled on the calendar going forward', 'although this new structure changes the direct line reporting relationship , i will continue to be very interested in the professional development of each of you', 'i hope that we can schedule time together on an as needed basis']"
['doorstep review on metals business'],"['shona and mike jordan had talked last week about pushing back the doorstep review on the metals business in london and had agreed to take that out of the plan for q1', ""as of last week , we have redirected shona 's reporting line to beth apollo"", 'i have asked beth to review the doorstep review plan for all of 2001 and to recommend any changes in timing and approach', 'beth is in fact in monterrey , mexico today and tomorrow , completing a review of that office', 'soon after she returns , she will review and update the suggested doorstep review schedule', 'after that has been updated , she will review the revised schedule with rick causey for any additional input and concurrence on the selection of key offices/businesses to review and the timing of such', ""with beth 's knowledge of the businesses in london , i am sure we will benefit from her eye towards effective scheduling of the reviews""]"
['doorstep review on metals business'],"['shona and mike jordan had talked last week about pushing back the doorstep review on the metals business in london and had agreed to take that out of the plan for q1', ""as of last week , we have redirected shona 's reporting line to"", 'i have asked to review the doorstep review plan for all of 2001 and to recommend any changes in timing and approach', 'is in fact in monterrey , mexico today and tomorrow , completing a review of that office', 'soon after she returns , she will review and update the suggested doorstep review schedule', 'after that has been updated , she will review the revised schedule with rick for any additional input and concurrence on the selection of key offices/businesses to review and the timing of such', ""with 's knowledge of the businesses in london , i am sure we will benefit from her eye towards effective scheduling of the reviews""]"
['trip to london next week'],"['brent price and i will be in the london office next week , arriving monday morning and returning to houston on friday', 'the purpose of my visit is in regard to my global risk management operations role , i believe that rick causey met with you regarding some operations support that brent and i will provide to fernley during a transition period prior to the arrival and during the assimilation of michael jordan , the jp morgan staffer that fernley has hired', 'brent and i will be working with fernley next week to iron out the details of our support for fernley during that transition period', 'we will also map out an enron trading operations introduction for michael jordan , which may involve a short stint for him in houston', 'my goal is to provide a strong resource to fernley during this transition period and to work with fernley to provide whatever assistance , training , and orientation to michael in his role so that his assimilation can be as smooth and effective as possible', 'another purpose for the trip is to spend some time with fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for 2000', 'i know that barry and richard sage have many good ideas on how we can leverage knowledge and best practices across all enron locations with trading operations', 'my earlier trips to london this year were focused solely on helsinki , and did not allow time to positively focus on leveraging worldwide operations experience', 'i value input from other trading operations professionals and i look forward to the ideas that can be generated in working with barry , richard and some of their direct reports', 'i also contacted tani nath about my trip to see how i could support her as she moves into her role in global products', 'i have not heard from tani , but i understand from others that she will be in the houston office next week', ""it will be unfortunate to miss her on my trip , but based on my commitments in houston and rick causey 's desire to move forward on providing trading operations support to fernley , next week is the best for me to be in london"", 'i did meet with tani for an hour when she was here week before last and offered to help her in any way if she made the decision to accept the role over global products', 'i trust that she will contact me for that support as needed', 'i have scheduled a short meeting one on one with you while i am there to discuss how my global role can provide support and resources for your business efforts in london', 'i look forward to meeting with you next week', ""this trip is not a leg of the worldwide operations/control review that we are conducting at joe sutton 's request"", 'by circumstance , as you know , we have taken a look at helsinki and subsequently oslo and frankfurt', 'there will be a similar review of continental power , uk gas , uk power and global liquids', 'the review teams are currently focused on operations/controls reviews of north american locations and some entities in the us in which enron has a large ownership position', 'it is likely that the continuation of this effort in london will occur in mid april', 'copies of the drafts of the findings for oslo and frankfurt were provided to fernley as soon as the team returned to houston', 'we hope to finalise those drafts this week as we receive comments from fernley and the business managers in oslo and frankfurt to whom those drafts were provided', 'fernley suggested that you would like to see the drafts as opposed to the final copies , so i will have those forwarded to you today', 'the sydney and singapore trip was a lengthy one , as it also involved a last leg of the trip in london with regard to support for singapore', 'the houston team returned the middle of last week and worked with aa on an early draft last friday', 'i can also provide you with a draft of that report , the completion of which was pending input from bill bradford early this week ( he made the trip but was out of the office last week )', 'we did do a preliminary review of the sydney and singapore findings with rick causey and rick buy on friday afternoon , to accommodate the fact that both are out on vacation this week', 'they understood the preliminary nature of the draft that was reviewed with them']"
['trip to london'],"[""i did n't get a response from you regarding my e mail that i sent last week , but i have heard through the grapevine that you will be making a trip to houston next week"", 'my plans for being in london next week are firm , so it looks as if we will miss one another', 'my offer stands to help you in any way as you take on your new role , so i trust that you will take me up on that offer as needed', 'i will look forward to working with you as we develop common standards for operations worldwide , with effective exception reporting', 'this is a key initiative for 2000 and will involve trading operations in all locations for all commodities']"
['todd hall'],"[""i got your voice mail message and i understand your concerns around todd 's time"", ""i think we have it backwards for james to dictate how and when todd 's help would be needed"", 'i think that we can review the to do list from james and get back with him on how much of that we can help with , who would do it , what the timing would be , how we might suggest organizing and prioritizing the work , etc', ""as i said originally , i knew that todd would not be interested ( nor available ) for a month 's worth of work"", ""todd 's tendency ( remember this with weather , too ) is to think that he has to do all of the work himself"", 'he has had enough experience that his organization , guidance and leadership can be very valuable without his doing all of the work himself', ""if james ' list looks long and involved , how could todd lead these efforts , what kind of team might he ask james to provide , what additional short-term resources might we be able to tap into in houston , etc"", 'we have to think a little out of the box to offer a potential solution to james', 'if you are willing , i would be glad to explore this with todd and challenge him to think about how he could provide leadership to the effort , but not do all of the work', 'i want him to think like a consultant on these projects , not as the contracted hired help ! let me know what you think', '-- a 08/17/2000 03 55 am']"
['operations/controls review - next set of locations and schedules'],"['ted murphy , tom bauer , jim brown and i met yesterday to schedule the next series of operations/controls reviews of enron offices or certain companies in which enron holds an ownership interest', 'attached is a copy of that schedule', 'please contact ted or me if you have any questions', 'you will note that the full make-up of the teams is being worked on currently', 'we have identified the lead on each review , however , from rac , operations and aa']"
['operations/controls review - next set of locations and schedules'],"[', tom , jim and i met yesterday to schedule the next series of operations/controls reviews of enron offices or certain companies in which enron holds an ownership interest', 'attached is a copy of that schedule', 'please contact or me if you have any questions', 'you will note that the full make-up of the teams is being worked on currently', 'we have identified the lead on each review , however , from rac , operations and aa']"
['various topics'],"['no memo out yet on the doorstep process', 'i am still in the throws of completing the 13 reviews that i have to give - should be finished by 5 00', 'i will send the memo on doorstep process to you , fernley and michael brown before i leave for the day', 'i will be in the calgary office wednesday and thursday with peggy hedstrom and her team', 'back in the houston office on friday', ""hope that james ' visit is going well""]"
['global standards'],"['it is good to be getting feedback on these standards', 'after you have received all responses , i will be curious as to the number and nature of changes suggested', 'i think for this to be powerful , we will need to expect all commodities and all locations to meet common standards', 'i will reserve judgement on that however , pending your assessment once you have gotten all responses']"
['visit'],"['good input on those leather pants', 'i can just picture her shopping', 'we will look forward to seeing you for lunch on saturday', 'the weather looks as if it should be good for the game that night', 'see you soon ! cindy white viviance', 'com on 10/09/2000 11 30 37 am']"
['save the date - cookout for ou summer interns and ou grads'],"['i will be hosting a cookout at my home for ou summer interns , recently hired ou grads and the ou recruiting team on sunday , july 30th in the late afternoon', 'more details will follow soon , but i wanted to let you know the date so that you can hold this on your calendar', 'i will look forward to hopefully seeing all of you there', 'and my husband will be glad to be surrounded by many fellow sooners !']"
['baby shower'],"[""well , she declined our kind offer , did n't she as busy as life is betweenwork and home for me right now , i ca n't say that it will bother me too muchto attend a shower where someone else makes the finger sandwiched andpunch ! do be on the look out for the perfect pack of diaper pins"", ""inoticed some at a rack at randall 's the other day"", '( just kidding ! ) hope you all are doing fine', 'i was on jury duty three days last week -really interesting , but totally screwed up my schedule at work', 'i havebeen doing double-time to try to catch up , especially since i plan to beoff the week of december 18th']"
['draft agenda'],"['attached is a for your review and comments', ""as speakers were confirmed , the placement of certain items on the agenda were dictated by the speakers ' schedules and then logical grouping of topics around those speakers"", 'sunday evening will not be heavy - simple welcome and intros , drink and dinner - i know that many will be tired from traveling', 'we have arranged for a private showing of the movie rogue trader ( complete with comfy chairs and popcorn ) which i thought could be fun for the group to see as a means of setting the stage for our discussions on monday and tuesday', 'this can be optional , as i know that jet lag my get the best of some']"
['update on prc process'],"['today was the final ena prc', 'relative ranking results up through the senior director level are final', 'you and your management team can begin the process of giving performance reviews to your employees', 'i spoke with walton today to inquire about an expected time frame for completing and conducting the employee reviews', 'she indicated that the target completion date should be the end of july', 'promotions will be effective august 1st', ""it is dave delainey 's intent to announce ena promotions sometime after he returns from vacation on july 24"", 'this drives the end of july target completion date for reviews', 'i do not yet know if delainey wants all ena promotions to be announced in a single memo , or if each group within ena will prepare such a memo', 'i will keep you updated on this as i get direction from him', 'please note the following change since our energy operations prc in june', 'in order to place focus on the qualitative feedback during this mid-year review process , we will not share performance clusters with employees when conducting their reviews', 'it is very important for all of us to be consistent in this process , so please communicate this to all in your groups who will be giving performance reviews', ""it is important to note , however , that the content of an employee 's review should be consistent with our view of that employee 's relative ranking"", 'in other words , an employee in the satisfactory category should not be given a review that simply states that the employee is doing a great job', 'clearly , a large number of employees performed at a higher level than those employees in the satisfactory category , so the feedback to that employee should include some specific areas of improvement needed in order for the employee to make a stronger impact in the organization , help you achieve the groups goals , etc']"
['update on prc process'],"['today was the final ena prc', 'relative ranking results up through the senior director level are final', 'you and your management team can begin the process of giving performance reviews to your employees', 'i spoke with today to inquire about an expected time frame for completing and conducting the employee reviews', 'she indicated that the target completion date should be the end of july', 'promotions will be effective august 1st', ""it is dave delainey 's intent to announce ena promotions sometime after he returns from vacation on july 24"", 'this drives the end of july target completion date for reviews', 'i do not yet know if delainey wants all ena promotions to be announced in a single memo , or if each group within ena will prepare such a memo', 'i will keep you updated on this as i get direction from him', 'please note the following change since our energy operations prc in june', 'in order to place focus on the qualitative feedback during this mid-year review process , we will not share performance clusters with employees when conducting their reviews', 'it is very important for all of us to be consistent in this process , so please communicate this to all in your groups who will be giving performance reviews', ""it is important to note , however , that the content of an employee 's review should be consistent with our view of that employee 's relative ranking"", 'in other words , an employee in the satisfactory category should not be given a review that simply states that the employee is doing a great job', 'clearly , a large number of employees performed at a higher level than those employees in the satisfactory category , so the feedback to that employee should include some specific areas of improvement needed in order for the employee to make a stronger impact in the organization , help you achieve the groups goals , etc']"
['hi !'],"['glad you sent a note - as crazy as life is at our house right now , i did not get the message from tammy', 'lots of catch up in the office last week , which will continue this week', 'i think that chris is home by now , and i am sure that you and erica are glad to have the additional company', 'we are starting to talk birthday with meagan now', 'i will get back with you in a couple of days after meg and i have gone through the ja catalogue']"
['good morning'],"[""the flight was uneventful , although i did n't sleep very much"", 'weather here is cold but clear , so i am enjoying it', 'very useful trip - they have my schedule very full , including dinners every night', 'i will be in the office through end of day thursday , and then dinner with fernley thursday night', 'i will be in route to houston on friday - catching a 9 00am flight ( told the kids that i would be at the airport at 2 00 am houston time to start back home )', 'we are not going to follow the kean/olson memo on communicating ratings', 'we will only communicate needs improvement and issues', 'there will be differing messages for needs improvement which fit the situation - some need to hear that they are not performing at a high enough level relative to peers to help us achieve business goals or for them to considered for a bonus ( may need to find another role within or outside enron which is a better fit )', 'message to someone new to enron in that category should be different', 'glad they are here believe that as they learn the organization and their job that they will be able to make significant contributions doing the right thing to learn the business , but that contributions to date are not significant enough to warrant payment of a bonus']"
['resources for power'],"['since receiving your e mail message last monday on your needs in power , i have spent three ( ! ) full days in prc meetings since then', 'i have shared your needs with both todd hall and kristin albrecht ( my power business controller here in houston ) and have gotten their thoughts on how we could be of help', 'sorry that i keep missing your calls', 'i will be meeting with fernley , but i will also try to reach you by phone tomorrow']"
['admin hire'],"['my travel lately has not allowed time to interview', 'gretchen jennings in hr is supposed to be setting up interviews with appropriate candidates for me', 'she has a stack of all of the resumes that either i have received or those that responded to the posting', 'i hope to start interviewing next week , although i will only be in the office monday through wednesday', 'feel free to move forward with whatever you need to do', 'i trust that i will have several good candidates to consider , and patti is doing a great job , also', 'i need to find out if she would like to be considered for the fulltime position']"
['doorstep - ees'],"['yes , just call wanda and let her know that rick has asked that we add ees houston to the doorstep review schedule', 'in keeping with other reviews , i would not necessarily give wanda the dates', 'we should also send a short memo to kevin and marty to fill them in on the process and purpose of the reviews', 'i should probably send that to them', 'can you remind me when i am back in town the week of january 22']"
"['out of office - thursday , february 3']","['i will be attending a funeral in austin on thursday', 'i can be reached on my cell phone ( 713-417-1951 ) in the morning and afternoon while driving to and from austin', 'if you need immediate information and i can not be reached on my cell phone , please contact brent price at x37647', 'i will be back in the office on friday']"
['merit increases'],"['i can access the global compensation system from london', 'today i have been able to log on and to review as read only the info that i submitted on friday for bonus and lti', 'i assume that i will be able to access the screens for merits as well', 'please get back with me via e mail and let me know our instructions and time deadlines for', 'i will want to give my direct reports access to the system so that they can input their recommendations', 'i will also want to send them an e mail with instructions and expectations', 'having asked for more funds for the bonus pool , i would like for us to be within the guidelines for', 'outside this process , we can address any increases that may be warranted given the market data gathered by todd burke', 'we can process those agreed upon requests , but will not include those dollars within our merit totals', ""that way , wo n't have to request additional dollars for these worksheets"", 'better not to ask for exceptions on everything ! what is the word on bonus dollars is everything finalized as i submitted let me know', 'if we need to talk directly , contact patti for a number where you can reach me']"
['lng'],"['scott earnest announced in the staff meeting today that in a meeting he had earlier today with jeff shankman and vince kaminiski that jeff announced that he had gotten the nod from mark frevert to manage the book of business', '( this sentence structure is bad , but you get the drift', ') that is probably what shankman has alluded to in terms of increased responsibility', ""i will assume that is in addition to gas , but i do n't know that for sure"", 'scott has been working on setting up the risk books for , working closely over the last several weeks with vince kaminski', 'we need to talk about this business and the best way to support it', 'have you had any conversations with jeff on this']"
['summer analysts'],"['according to records from the analysts program , the following interns will be working within energy operations during the summer', ""the assignment stated below is as reflected in the program 's spreadsheet"", 'name school start date assignmentluna carlson university of florida july 5 ena - risk reporting and analysisjoshua koenig university of florida may 22 energy operations - gas operations managementjolly jose university of houston june 5 energy operations - gas operations management taylor lsu may 22 central desk logistics daniel graham morehouse may 15 ena - financial settlementsangelique woods university of texas may 22 ena - risk managementfirst , please respond to me today and let me know to whom the analyst will be reporting and what their responsibilities will be for the summer', 'hopefully none of this is a surprise and the appropriate arrangements have been made for desk , phone and computers for all', 'secondly , please make a point of seeking out these interns and welcoming them to enron', ""finally , after i know where these analysts are placed , we will have a brief meeting with the analysts ' managers and any of you under whom they will be working to discuss ideas on making the analysts assignments meaningful this summer"", 'i welcome ideas on this from any of you']"
['dpr holiday schedule'],"['patti will send you on monday a draft of a memo regarding publishing the dpr during the holidays', 'please review it and make sure that the commitments we are making can be met by london', 'let me know if anything needs to be changed or if there is further clarification needed in the notes , keeping in mind that with the audience on the memo that i want it to be short and easy', 'your comments/suggestions are welcomed and needed before i send this out later next week']"
['dpr holiday schedule'],"['will send you on monday a draft of a memo regarding publishing the dpr during the holidays', 'please review it and make sure that the commitments we are making can be met by london', 'let me know if anything needs to be changed or if there is further clarification needed in the notes , keeping in mind that with the audience on the memo that i want it to be short and easy', 'your comments/suggestions are welcomed and needed before i send this out later next week']"
['united way kick off'],"['great job , as usual , on the today', 'i saw amy leeand eylesse kalmans as i left the hyatt and i told them', 'please pass the kudos along to the rest of your team', 'the theme was timely , the staging was great , the questions on the gameshow were even educational for newer enron employees , giving a little histsory and folklore about enron', '( i knew the wlec 1 answer ! ) i especially enjoyed the breakfast at depelchin last friday', 'their programs are important to all of us and the tour was very moving as we met some of the children in the shelter']"
"['discretionary holiday - friday , april 13']","['i am taking good friday as my discretionary holiday for the year', 'i will be in austin with my daughter for her official tour and info session at ut , plus a look at dorms', 'patti will have numbers where i can be reached in austin', 'we are making final changes to the orig presentation today - i will be reviewing those tomorrow in austin', 'i am e mailing you a current draft version , although it does not yet reflect all of the changes needed', 'i am still trying to eliminate some pages to make it more a more manageable size', 'i have taken the work that rahil and fred have done on the services and have made that into an appendix - nice work , but way too much detail for a presentation']"
['trip to calgary office - may 10-12'],"['i will be in the calgary office from wednesday afternoon , may 10 through noon on friday , may 12', 'i can most easily be reached through peggy hedstrom , whose phone via tie line is 820-6753', 'my assistant , patti thompson , has a copy of my itinerary and phone and fax numbers at my hotel , if needed', 'primary operations contacts in houston while i am in calgary are as follows dpr mike moscoso x35242 mpr maxwell x36983 gas operations susan harrison x33960 power operations leslie reeves x37962 financial products sheila glover x33210']"
['trip to calgary office - may 10-12'],"['i will be in the calgary office from wednesday afternoon , may 10 through noon on friday , may 12', 'i can most easily be reached through peggy hedstrom , whose phone via tie line is 820-6753', 'my assistant , patti thompson , has a copy of my itinerary and phone and fax numbers at my hotel , if needed', 'primary operations contacts in houston while i am in calgary are as follows dpr mike moscoso x35242 mpr maxwell x36983 gas operations susan harrison x33960 power operations leslie reeves x37962 financial products x33210']"
['out of office august 29-31 - key contacts'],"['i will be in dallas from tuesday , august 29 through thursday , august 31 at an offsite session hosted by rick causey to review the sap implementation and next steps', 'the linkage of unify and our global databases to sap is a critical one , and decisions around next steps can impact these operating systems and our processes', 'therefore , rick has asked that i attend', 'patti thompson , my assistant ( x39106 ) , has telephone numbers where i can be reached if needed', 'in my absence , please contact the following persons in houston with questions', 'peggy hedstrom is the appropriate contact in calgary', 'natural gas operations steve jackson x37070 power operations stacey white x31870 dpr mike moscoso x35242 mpr maxwell x36983i will be back in the office on friday , september 1']"
['out of office august 29-31 - key contacts'],"['i will be in dallas from tuesday , august 29 through thursday , august 31 at an offsite session hosted by rick causey to review the sap implementation and next steps', 'the linkage of unify and our global databases to sap is a critical one , and decisions around next steps can impact these operating systems and our processes', 'therefore , rick has asked that i attend', 'patti thompson , my assistant ( x39106 ) , has telephone numbers where i can be reached if needed', 'in my absence , please contact the following persons in houston with questions', 'peggy hedstrom is the appropriate contact in calgary', 'natural gas operations x37070 power operations x31870 dpr mike x35242 mpr x36983i will be back in the office on friday , september 1']"
['output from operations/control review in buenos aires'],"['ted murphy and i met with the arther andersen team this morning that accompanied us on our trip to buenos aires', 'we reviewed the observations and recommendations in written form that we had discussed briefly with you on our last day your office', 'after making a few changes , aa should be forwarding to you a copy of the draft document later this afternoon', 'we would welcome your comments and your additions on anything that you think we may have missed', 'ted and i will be meeting with rick causey and rick buy within the next couple of days to discuss our operations and control review , so your responses would be welcomed prior to that meeting', 'i look forward to working with you and others in your office in my role over global risk management operations', 'in addition to overseeing common standards and controls for opeartional practices , i will work as your advocate for system and resource needs in order to insure success for your business plan in buenos aires']"
['output from operations/control review in buenos aires'],"['and i met with the arther andersen team this morning that accompanied us on our trip to buenos aires', 'we reviewed the observations and recommendations in written form that we had discussed briefly with you on our last day your office', 'after making a few changes , aa should be forwarding to you a copy of the draft document later this afternoon', 'we would welcome your comments and your additions on anything that you think we may have missed', 'and i will be meeting with rick causey and rick buy within the next couple of days to discuss our operations and control review , so your responses would be welcomed prior to that meeting', 'i look forward to working with you and others in your office in my role over global risk management operations', 'in addition to overseeing common standards and controls for opeartional practices , i will work as your advocate for system and resource needs in order to insure success for your business plan in buenos aires']"
['oh no'],"['i am so sorry about the fire', 'that must be awful -- but i am so glad that no one was hurt', 'i had not heard about it until mo called me today', 'please let me know if there is anything that i can do', 'do you need me to get you anything over here and ship it to london i can certainly understand that you will reconsider the trip to houston next week', 'i know that you must have hundreds of details to handle', 'my plan right now is to be off the week of']"
['jury duty continues'],"['to my surprise , i was chosen today to sit on a jury to hear a felony charge', 'the judge believes that we can conclude the trial by end of the day on wednesday or perhaps on thursday', 'i will be back here working after trial hours in the office and checking voice mail messages during breaks in the proceedings', 'i will be back full time as soon as my civic duty is fulfilled ! enron is well presented in the court system over the next few days', 'i sat by mark koenig in the jury assembly room today , and he too was chosen to serve on another jury']"
['finally remembered !'],"[""i have my list at home , but i know that we need dad 's sister jane and her husband , homer and karen , sarah in austin ( whose kids are independently dell-wealthy ) and i ca n't remember who else"", 'i know that there were ten invitations needed , including mom and dad', 'the list below plus those in this paragraph total 8 - so we must be missing 2', 'i will try to catch david and have him look at the list that i copied from mom']"
['contractor process focus groups'],"['was this memo just to inform me of this meeting , or did you cc me to invite me to the meeting i am not available on march 9th from 12 00 to 1 00', 'does this meeting pertain only to it personnel if so , i will ignore this', 'if you did want someone from my group to attend , let me know and i will ask an appropriate person to attend', '-- enron 03/02/2001 02 50 pm']"
['dinner next week'],"['brent price and i will be in the london office next week', 'wanted to see if you , frank and mo might be available for dinner one evening', 'we arrive on monday morning ( march 20th ) and will return to houston on friday morning', 'our tuesday night is booked , having dinner with fernley', 'but monday , wednesday and thursday are available', 'does it work for you with the baby to do evenings let me know']"
['dinner next week'],"['and i will be in the london office next week', 'wanted to see if you , frank and mo might be available for dinner one evening', 'we arrive on monday morning ( march 20th ) and will return to houston on friday morning', 'our tuesday night is booked , having dinner with fernley', 'but monday , wednesday and thursday are available', 'does it work for you with the baby to do evenings let me know']"
['january 11 - managing operational risk'],"['please join me on thursday , january 11 from 1 00 to 4 00 pm for a special information session for the operations management teams supporting enron americas , enron global markets and enron industrial markets', 'we will focus on assessing , managing and mitigating operational risk', 'details on the location for the meeting will be sent to you early this week', 'i look forward to seeing everyone at this meeting on the 11th', 'the things that we will discuss will be important for each and every one of you as you carry out your roles in 2001', 'i hope that you will make every effort to attend', 'please let me know as soon as possible if you have a conflict that will keep you from attending the meeting']"
['nan'],"['requirementas you know , exceeding this limit would require contacting the enron board of directors', 'jeff skilling is keenly interested in this measurement', 'in conversations with ted murphy today , jeff has asked that he receive a daily report from ted on component v r', 'ted called me about 3 00 pm today ( houston time ) to let me know about this requirement', ""obviously , we want to meet skilling 's request with information that is as timely , accurate and complete as possible"", 'therefore , we were concerned about feeds from london that over the past several weeks have caused one london commodity or another to be']"
['nan'],"['requirementas you know , exceeding this limit would require contacting the enron board of directors', 'jeff skilling is keenly interes in this measurement', 'in conversations with today , jeff has asked that he receive a daily report from on component v r', 'called me about 3 00 pm today ( houston time ) to let me know about this requirement', ""obviously , we want to meet skilling 's request with information that is as timely , accurate and complete as possible"", 'therefore , we were concerned about feeds from london that over the past several weeks have caused one london commodity or another to be']"
['out of the office - march 2 and march 5'],"['i will be out of the office on vacation on friday , march 2 and monday , march', 'i will check messages at the end of both business days', 'my assistant , patti thompson ( x35926 ) will have contact numbers for me', 'since i will be a chaperone for my daughter and 80 other girls from the high school drill team at state competition in dallas , it is unlikely that i will be easily reachable during the day', 'i will be back in the office on tuesday , march 6']"
['out of the office - march 2 and march 5'],"['i will be out of the office on vacation on friday , march 2 and monday , march', 'i will check messages at the end of both business days', 'my assistant , ( x35926 ) will have contact numbers for me', 'since i will be a chaperone for my daughter and 80 other girls from the high school drill team at state competition in dallas , it is unlikely that i will be easily reachable during the day', 'i will be back in the office on tuesday , march 6']"
['relocation of hpl schedulers'],"['fyi effective today , the schedulers for hpl have relocated from the 42nd floor to the 30th floor', 'this team reports to my direct report , brenda herod , who is the business controller for the asset group and texas trading region', 'they are on the west side of the building , just outside my office', 'while room for this scheduling team was not available on the 31st floor , this move was made to improve communications with the texas desk traders', 'by being within the same elevator bank , we can now employ squawk boxes between the traders and this scheduling team', 'as we look at space usage on the 32nd floor , this team should be included in space requirements', 'we are working with liz taylor on those requirements']"
['out of the office on october 30 and october 31'],"['i will interviewing on campus for the analyst program on monday and tuesday , october 30 and 31', 'my assistant , patti thompson ( x39106 ) , will have telephone numbers where i can be reached', 'i will have my cell phone with me ( 713-417-1591 ) and i will check messages as we have breaks in the interview schedule during the day', 'i will be back in the office on wednesday , november 1', 'in my absence , please contact the following persons regarding trading operations issues gas operations jeff gossett x37306 bob hall x36956 leslie reeves x37962power operations stacey white x31870 leslie reeves x37962dpr shona wilson x39123 mpr maxwell x36983']"
['canadian promotions/trip'],"['fyi - i had included diane seib and melinda whalen ( from calgary ) in my promotion memo from energy operations', 'i believe that they both work under peggy hedstrom in operational roles', ""i am sure that they did n't mind having their names included twice in promotional memos ! peggy says that you and juanita are headed to calgary next week , and she wondered if i would be coming"", 'i will be in south america in what should be summer there', 'i do plan to make a trip to calgary soon', ""in addition to other things that peggy and i have to cover , i plan to host a happy hour in calgary to honor peggy 's promotion and diane and melinda , also"", 'i hosted a happy hour in houston for energy operations employees who were promoted last week , and i wanted to do the same thing for the three in calgary']"
"['out of the office - tuesday and wednesday , november 21 and 22']","['i will be out of the office tuesday and wednesday this week', 'i can be reached at home ( 281-370-8568 ) or on my cell phone ( 713-417-1591 ) if needed', 'i will be checking and responding to voice mail messages while i am out as well', 'in my absence , please contact the following persons regarding trading operations issues gas operations jeff gossett x37306 leslie reeves x37962power operations jenny latham x33982 leslie reeves x37962dpr shona wilson x39123 mpr maxwell x36983']"
"['out of the office - tuesday and wednesday , november 21 and 22']","['i will be out of the office tuesday and wednesday this week', 'i can be reached at home ( 281-370-8568 ) or on my cell phone ( 713-417-1591 ) if needed', 'i will be checking and responding to voice mail messages while i am out as well', 'in my absence , please contact the following persons regarding trading operations issues gas operations jeff x37306 x37962power operations x33982 x37962dpr x39123 mpr x36983']"
['truth in 13 words'],"['exactly ! mom sent me the pictures from the hospital with anna', ""i couldeasily be mistaken for her grandmother , i 'm afraid"", 'i see pictures ofmyself and wonder who that older person is ! -- sally cindy white viviance', 'com on 04/03/2001 09 14 22 am']"
['plans for 2001 doorstep reviews'],"['i understand from shona that you and she have discussed our plans for doorstep reviews in 2001', ""i am asking via this note for my assistant to set up a meeting for the two of us to spend some time reviewing the timeline , methodology , andersen 's involvement and the involvement of your team"", 'i will be on vacation the week of december 18', ""i will be working the week between christmas and new year 's , so if you are in the office we can plan on getting together that week""]"
['key contacts for enron americas operations december 18-22'],"['i will be out of the office on vacation during the week of december 18', 'please refer to the contact names below as needed during that week', 'i can be reached at my home number ( 281-370-8568 ) if necessary', 'dpr chris abel x33102mpr maxwell x36983gas operations bob hall x36956 leslie reeves x37962 jeff gossett x37306power operations stacey white x31870 leslie reeves x37962canadian operations peggy hedstrom 403-974-6753 i will be back in the office on wednesday , december 27 through friday , december 29', 'i will also be in for part of the day on tuesday , december 26', 'although that is an enron holiday , there will be appropriate logistics personnel and book administrators in the office to support trading activities that day']"
['bob bowen'],"['bob is a good , solid player', ""he wo n't change the world , but he is diligent about getting a prescribed job done"", 'i personally like bob a lot , and am very interested in making sure that he is in the right role for him', 'his wife has ms in its most severe stages', 'he was a manager previously , and we jointly made the decision to reclassify him as a senior specialist in order to reduce the expectations on him in his role at work', 'he needs to be able to leave work at a very reasonable hour each day in order to relieve a caregiver who is with his wife while he works', 'i made a personnal commitment to him to make sure that his work load would allow a reasonable and predictable end to his work day , and as long as he is in my group i will personally make sure that works for him', 'i would hope for him that if he ever considered a change that a new boss would be able to do the same', 'danny contacted me about bob , more from the standpoint of asking me what impact it would have on gas if he moved', 'i suggested that brent would be better able to address that', 'i did tell danny that the onslaught of eol transactions has been a challenge for gas confirmations , and i am sure that they are not long on people', 'i assume that danny is following up with brent', '-- enron communications 06/13/2000 03 47 pm']"
['associates prc meeting cancelled'],"[""today 's enron-wide associates prc meeting has been cancelled"", 'it was scheduled to start at 1 30 today , following the analysts prc', 'apparently , the analysts prc is running long', 'since both meetings were scheduled for the same location and with joe sutton as the chair , the associates prc has been cancelled', 'i do not yet have a rescheduled date', 'i will let you know when i do', 'i am also sending an e mail message to the associates that i am representing so that they will informed of the cancellation']"
